state,date,PRECTOTCORR,T2M,RH2M
Gombe,20250316,0.0,31.92,11.19
Gombe,20250317,0.0,30.73,12.57
Gombe,20250318,0.0,29.79,10.57
Gombe,20250319,0.0,30.03,10.42
Gombe,20250320,0.0,31.64,13.98
Gombe,20250321,0.0,32.29,11.55
Gombe,20250322,0.0,32.19,13.91
Gombe,20250323,0.0,30.42,11.0
Gombe,20250324,0.0,29.71,11.55
Gombe,20250325,0.0,31.69,15.83
Gombe,20250326,0.0,32.27,17.0
Gombe,20250327,0.0,32.1,16.28
Gombe,20250328,0.0,32.06,12.18
Gombe,20250329,0.0,32.25,12.16
Gombe,20250330,0.0,32.27,13.46
Gombe,20250331,0.0,33.27,16.91
Gombe,20250401,0.0,32.86,36.77
Gombe,20250402,0.0,32.31,14.05
Gombe,20250403,0.0,32.7,13.05
Gombe,20250404,0.0,32.42,11.37
Gombe,20250405,0.0,32.29,12.06
Gombe,20250406,0.0,32.53,12.8
Gombe,20250407,0.01,33.73,18.13
Gombe,20250408,0.0,34.35,19.09
Gombe,20250409,2.15,33.06,41.59
Gombe,20250410,0.15,33.41,34.65
Gombe,20250411,0.0,33.16,22.01
Gombe,20250412,0.19,32.13,15.51
Gombe,20250413,0.0,31.78,13.46
Gombe,20250414,0.0,32.31,14.71
Gombe,20250415,0.0,33.31,28.87
Gombe,20250416,0.0,34.55,22.96
Gombe,20250417,0.0,34.41,20.45
Gombe,20250418,0.0,33.49,15.38
Gombe,20250419,0.0,33.4,9.53
Gombe,20250420,0.0,33.7,17.69
Gombe,20250421,0.0,33.7,19.2
Gombe,20250422,0.03,34.03,23.91
Gombe,20250423,0.0,33.62,41.35
Gombe,20250424,0.0,34.94,19.88
Gombe,20250425,0.0,34.07,16.83
Gombe,20250426,0.0,34.67,24.93
Gombe,20250427,0.01,32.51,39.87
Gombe,20250428,0.0,34.05,35.75
Gombe,20250429,0.0,33.85,39.36
Gombe,20250430,0.0,34.51,39.42
Gombe,20250501,0.01,34.18,40.8
Gombe,20250502,0.09,33.58,41.01
Gombe,20250503,0.0,32.84,28.3
Gombe,20250504,0.0,32.6,17.28
Gombe,20250505,0.0,32.59,15.46
Gombe,20250506,0.0,33.67,24.0
Gombe,20250507,0.0,33.53,28.71
Gombe,20250508,0.0,34.4,28.07
Gombe,20250509,0.0,33.69,13.9
Gombe,20250510,0.0,34.15,17.38
Gombe,20250511,0.0,34.71,19.27
Gombe,20250512,0.0,34.62,28.81
Gombe,20250513,0.0,35.07,35.5
Gombe,20250514,0.0,34.61,38.38
Gombe,20250515,0.13,33.91,40.8
Gombe,20250516,0.01,34.33,36.6
Gombe,20250517,0.13,30.54,52.36
Gombe,20250518,0.0,32.34,45.72
Gombe,20250519,0.0,34.4,36.2
Gombe,20250520,0.03,34.93,37.34
Gombe,20250521,0.16,34.15,42.89
Gombe,20250522,0.09,35.51,33.9
Gombe,20250523,0.01,36.34,27.8
Gombe,20250524,0.11,34.13,44.26
Gombe,20250525,0.12,33.95,43.11
Gombe,20250526,0.01,34.24,38.1
Gombe,20250527,1.1,32.66,45.54
Gombe,20250528,9.68,32.26,49.52
Gombe,20250529,16.48,30.79,60.93
Gombe,20250530,4.26,30.11,62.78
Gombe,20250531,0.02,31.57,53.83
Gombe,20250601,0.34,31.97,52.37
Gombe,20250602,1.02,30.32,58.33
Gombe,20250603,6.39,27.71,70.53
Gombe,20250604,0.17,30.66,53.24
Gombe,20250605,0.03,32.02,45.73
Gombe,20250606,0.15,31.11,51.46
Gombe,20250607,1.18,30.11,58.65
Gombe,20250608,8.54,29.08,62.5
Gombe,20250609,0.35,30.47,54.94
Gombe,20250610,1.03,30.49,57.46
Gombe,20250611,0.05,31.49,52.77
Gombe,20250612,0.06,31.54,51.82
Gombe,20250613,2.91,31.82,50.02
Gombe,20250614,12.07,27.51,72.96
Gombe,20250615,20.89,27.7,73.02
Gombe,20250616,5.62,27.14,75.34
Gombe,20250617,1.1,27.2,73.58
Gombe,20250618,8.84,27.88,68.55
Gombe,20250619,5.14,28.28,68.21
Gombe,20250620,1.42,28.25,67.43
Gombe,20250621,1.98,28.9,63.78
Gombe,20250622,0.77,29.06,60.88
Gombe,20250623,1.49,28.75,62.26
Gombe,20250624,0.31,29.29,60.52
Gombe,20250625,0.47,29.66,59.05
Gombe,20250626,11.71,28.14,69.15
Gombe,20250627,11.95,27.76,72.27
Gombe,20250628,0.38,28.41,67.65
Gombe,20250629,2.12,27.48,73.24
Gombe,20250630,2.93,25.72,77.9
Gombe,20250701,1.36,27.25,65.43
Gombe,20250702,1.3,27.5,69.16
Gombe,20250703,5.32,27.34,71.87
Gombe,20250704,5.42,25.8,79.8
Gombe,20250705,9.44,25.82,78.6
Gombe,20250706,6.13,26.39,77.48
Gombe,20250707,5.88,25.6,81.46
Gombe,20250708,3.78,25.51,79.48
Gombe,20250709,1.74,26.09,76.56
Gombe,20250710,0.97,26.56,73.83
Gombe,20250711,15.25,25.22,82.01
Gombe,20250712,21.78,24.49,84.76
Gombe,20250713,15.97,24.14,83.79
Gombe,20250714,1.7,25.88,75.93
Gombe,20250715,0.02,26.25,73.47
Gombe,20250716,14.13,25.38,83.69
Gombe,20250717,35.74,24.96,83.61
Gombe,20250718,12.76,25.59,80.18
Gombe,20250719,7.25,26.18,80.12
Gombe,20250720,4.97,26.1,82.62
Gombe,20250721,14.11,25.24,84.81
Gombe,20250722,15.0,25.78,82.71
Gombe,20250723,3.73,25.34,84.46
Gombe,20250724,11.22,25.56,84.31
Gombe,20250725,6.67,25.21,84.69
Gombe,20250726,3.92,25.46,85.72
Gombe,20250727,7.73,24.76,86.24
Gombe,20250728,0.83,24.7,84.42
Gombe,20250729,1.15,26.1,80.69
Gombe,20250730,0.22,25.61,85.65
Gombe,20250731,0.58,25.05,84.73
Gombe,20250801,0.16,25.64,80.66
Gombe,20250802,0.03,25.36,82.07
Gombe,20250803,0.06,25.77,79.1
Gombe,20250804,9.42,25.41,81.34
Gombe,20250805,1.32,23.62,88.77
Gombe,20250806,1.78,25.34,79.56
Gombe,20250807,12.88,25.33,83.28
Gombe,20250808,5.67,25.69,82.47
Gombe,20250809,9.18,24.5,85.82
Gombe,20250810,0.79,25.1,81.72
Gombe,20250811,7.35,25.66,81.23
Gombe,20250812,4.63,25.45,84.53
Gombe,20250813,20.41,24.42,89.69
Gombe,20250814,7.2,24.65,84.88
Gombe,20250815,17.56,23.81,86.92
Gombe,20250816,10.7,24.44,85.78
Gombe,20250817,18.43,24.6,83.62
Gombe,20250818,4.21,25.16,81.8
Gombe,20250819,7.45,25.15,83.99
Gombe,20250820,24.35,25.07,84.05
Gombe,20250821,9.78,24.99,84.43
Gombe,20250822,2.29,25.18,82.4
Gombe,20250823,15.36,24.9,85.19
Gombe,20250824,11.29,24.5,86.44
Gombe,20250825,14.05,24.23,86.8
Gombe,20250826,10.84,24.33,86.72
Gombe,20250827,5.99,24.46,85.42
Gombe,20250828,0.59,24.91,83.22
Gombe,20250829,5.84,24.18,89.56
Gombe,20250830,19.53,23.94,90.95
Gombe,20250831,0.79,24.97,84.52
Gombe,20250901,1.04,25.49,82.75
Gombe,20250902,7.6,24.52,88.85
Gombe,20250903,17.56,24.46,88.36
Gombe,20250904,8.87,24.0,88.55
Gombe,20250905,4.98,25.27,81.74
Gombe,20250906,2.51,25.72,80.66
Gombe,20250907,2.51,25.81,79.85
Gombe,20250908,4.2,25.31,83.88
Gombe,20250909,7.37,24.63,88.91
Gombe,20250910,8.64,25.05,84.72
Gombe,20250911,8.43,25.38,83.05
Gombe,20250912,0.64,25.32,84.05
Gombe,20250913,18.63,24.76,85.87
Gombe,20250914,1.61,25.24,82.81
Gombe,20250915,11.06,25.84,82.75
Gombe,20250916,41.14,25.28,87.9
Gombe,20250917,7.07,25.6,84.23
Gombe,20250918,1.58,26.43,81.24
Gombe,20250919,7.57,26.51,83.04
Gombe,20250920,2.28,25.95,84.16
Gombe,20250921,2.39,25.61,82.02
Gombe,20250922,3.98,25.22,82.2
Gombe,20250923,8.42,25.62,84.65
Gombe,20250924,8.71,25.23,82.55
Gombe,20250925,3.35,25.39,80.31
Gombe,20250926,3.6,25.53,80.52
Gombe,20250927,3.63,26.48,77.69
Gombe,20250928,3.63,27.08,75.62
Gombe,20250929,2.29,26.72,78.48
Gombe,20250930,2.62,26.17,82.63
Gombe,20251001,14.39,25.06,87.25
Gombe,20251002,9.47,24.78,84.25
Gombe,20251003,0.05,25.45,79.22
Gombe,20251004,1.39,25.87,80.26
Gombe,20251005,39.39,25.76,83.79
Gombe,20251006,9.1,25.35,81.59
Gombe,20251007,0.01,25.81,77.14
Gombe,20251008,0.74,25.83,78.09
Gombe,20251009,5.39,25.23,84.48
Gombe,20251010,3.05,26.72,77.75
Gombe,20251011,2.46,25.29,84.92
Gombe,20251012,2.31,25.74,80.57
Gombe,20251013,0.13,26.41,76.24
Gombe,20251014,0.02,26.56,77.22
Gombe,20251015,0.0,26.56,72.5
Gombe,20251016,0.0,25.19,71.1
Gombe,20251017,0.0,25.86,78.89
Gombe,20251018,0.0,25.6,64.13
Gombe,20251019,0.0,25.21,59.75
Gombe,20251020,0.0,26.19,56.33
Gombe,20251021,0.0,25.49,64.2
Gombe,20251022,0.0,25.65,70.19
Gombe,20251023,0.0,26.34,68.82
Gombe,20251024,0.01,25.76,62.17
Gombe,20251025,0.0,25.75,63.81
Gombe,20251026,0.0,25.03,57.93
Gombe,20251027,0.0,25.16,70.95
Gombe,20251028,0.0,25.9,58.74
Gombe,20251029,0.0,24.87,61.59
Gombe,20251030,0.0,24.77,53.34
Gombe,20251031,0.0,23.97,55.47
Gombe,20251101,0.0,24.48,54.64
Gombe,20251102,0.0,24.09,52.85
Gombe,20251103,0.0,25.47,51.95
Gombe,20251104,0.0,25.98,60.52
Gombe,20251105,0.01,26.17,58.96
Gombe,20251106,0.0,25.21,51.28
Gombe,20251107,0.0,25.49,52.8
Gombe,20251108,0.0,25.48,53.73
Gombe,20251109,0.0,24.7,55.48
Gombe,20251110,0.0,24.74,56.25
Gombe,20251111,0.0,24.48,52.67
Gombe,20251112,0.0,23.95,46.5
Gombe,20251113,0.0,24.01,50.94
Gombe,20251114,0.0,24.33,51.18
Gombe,20251115,0.0,23.09,49.6
Gombe,20251116,0.0,22.58,47.45
Gombe,20251117,0.0,22.55,48.71
Gombe,20251118,0.0,23.57,47.69
Gombe,20251119,0.0,24.41,49.69
Gombe,20251120,0.0,24.3,47.8
Gombe,20251121,0.0,24.97,45.79
Gombe,20251122,0.0,24.67,43.96
Gombe,20251123,0.0,24.12,42.87
Gombe,20251124,0.0,23.75,42.84
Gombe,20251125,0.0,24.34,40.99
Gombe,20251126,0.0,24.67,45.12
Gombe,20251127,0.0,25.82,43.06
Gombe,20251128,0.0,26.33,41.84
Gombe,20251129,0.0,26.08,40.33
Gombe,20251130,0.0,25.59,38.12
Gombe,20251201,0.0,25.89,35.55
Gombe,20251202,0.0,25.91,38.95
Gombe,20251203,0.0,26.93,40.96
Gombe,20251204,0.0,27.48,38.84
Gombe,20251205,0.0,27.48,38.79
Gombe,20251206,0.0,26.0,36.33
Gombe,20251207,0.0,24.79,30.78
Gombe,20251208,0.0,24.84,32.04
Gombe,20251209,0.0,24.83,35.01
Gombe,20251210,0.0,24.96,36.86
Gombe,20251211,0.0,26.41,37.66
Gombe,20251212,0.0,26.84,38.64
Gombe,20251213,0.0,26.5,35.73
Gombe,20251214,0.0,26.77,35.24
Gombe,20251215,0.0,25.71,27.48
Gombe,20251216,0.0,23.68,29.01
Gombe,20251217,0.0,23.38,30.84
Gombe,20251218,0.0,24.13,32.17
Gombe,20251219,0.0,24.69,34.08
Gombe,20251220,0.0,25.07,33.2
Gombe,20251221,0.0,25.6,31.22
Gombe,20251222,0.0,25.03,27.96
Gombe,20251223,0.0,25.34,25.06
Gombe,20251224,0.0,25.92,26.24
Gombe,20251225,0.0,25.58,28.35
Gombe,20251226,0.0,26.7,28.49
Gombe,20251227,0.0,26.66,28.21
Gombe,20251228,0.0,26.59,27.83
Gombe,20251229,0.0,26.61,27.07
Gombe,20251230,0.0,26.37,27.27
Gombe,20251231,0.0,25.87,28.04
Imo,20200101,0.0,24.6,67.3
Imo,20200102,0.0,21.59,67.92
Imo,20200103,0.0,20.77,67.22
Imo,20200104,0.0,21.57,68.96
Imo,20200105,0.0,24.27,68.77
Imo,20200106,0.0,26.25,67.62
Imo,20200107,0.0,25.93,66.23
Imo,20200108,0.0,25.03,69.4
Imo,20200109,0.0,24.92,70.01
Imo,20200110,0.01,25.01,85.88
Imo,20200111,0.08,26.28,87.14
Imo,20200112,0.02,26.97,82.28
Imo,20200113,0.01,27.83,80.22
Imo,20200114,0.02,27.7,83.64
Imo,20200115,0.03,28.23,80.56
Imo,20200116,0.0,25.67,67.83
Imo,20200117,0.0,24.17,64.89
Imo,20200118,0.0,22.76,72.91
Imo,20200119,0.0,24.15,63.1
Imo,20200120,0.0,25.92,67.11
Imo,20200121,0.0,27.35,76.17
Imo,20200122,0.0,26.41,68.03
Imo,20200123,0.0,24.48,70.66
Imo,20200124,0.0,22.55,67.44
Imo,20200125,0.0,22.05,60.32
Imo,20200126,0.0,23.22,59.22
Imo,20200127,0.0,24.4,57.53
Imo,20200128,0.0,24.97,61.32
Imo,20200129,0.0,24.69,57.7
Imo,20200130,0.0,24.5,57.27
Imo,20200131,0.0,24.04,58.8
Imo,20200201,0.0,24.41,57.21
Imo,20200202,0.0,24.6,58.36
Imo,20200203,0.0,24.75,76.02
Imo,20200204,0.0,26.94,80.37
Imo,20200205,0.0,26.75,75.69
Imo,20200206,0.0,27.32,71.62
Imo,20200207,0.0,26.53,61.32
Imo,20200208,0.0,26.02,70.3
Imo,20200209,0.0,27.17,81.82
Imo,20200210,0.0,26.41,78.85
Imo,20200211,0.0,25.53,61.42
Imo,20200212,0.0,23.94,66.6
Imo,20200213,0.0,24.38,59.23
Imo,20200214,0.0,25.59,60.74
Imo,20200215,0.0,25.75,73.14
Imo,20200216,0.0,26.63,84.27
Imo,20200217,0.0,27.25,85.12
Imo,20200218,0.0,27.22,85.62
Imo,20200219,0.0,27.6,81.92
Imo,20200220,0.0,27.82,79.21
Imo,20200221,0.0,26.84,79.74
Imo,20200222,0.0,27.8,81.17
Imo,20200223,0.0,27.6,85.51
Imo,20200224,0.0,27.28,70.59
Imo,20200225,0.25,26.04,73.51
Imo,20200226,0.03,26.79,77.65
Imo,20200227,0.73,27.62,85.57
Imo,20200228,0.1,28.26,78.19
Imo,20200229,0.01,28.15,82.24
Imo,20200301,0.17,27.93,86.18
Imo,20200302,3.26,27.63,87.43
Imo,20200303,2.59,26.81,89.46
Imo,20200304,1.47,27.42,84.7
Imo,20200305,1.47,27.88,85.88
Imo,20200306,2.72,27.39,89.0
Imo,20200307,3.42,26.58,77.7
Imo,20200308,1.04,28.11,81.67
Imo,20200309,7.8,28.18,85.36
Imo,20200310,8.79,27.85,87.16
Imo,20200311,10.04,27.71,85.05
Imo,20200312,12.81,27.57,85.5
Imo,20200313,4.83,28.21,83.17
Imo,20200314,2.76,27.73,76.45
Imo,20200315,2.74,27.48,78.22
Imo,20200316,10.18,27.62,87.2
Imo,20200317,1.22,28.0,85.36
Imo,20200318,4.4,27.81,86.84
Imo,20200319,3.99,27.64,88.57
Imo,20200320,8.69,26.8,87.4
Imo,20200321,3.01,27.59,83.54
Imo,20200322,2.86,27.21,87.15
Imo,20200323,13.26,26.8,89.12
Imo,20200324,19.07,25.93,93.02
Imo,20200325,1.27,25.92,90.4
Imo,20200326,0.75,26.98,83.02
Imo,20200327,2.0,26.81,86.92
Imo,20200328,2.89,27.23,87.66
Imo,20200329,6.93,26.9,91.34
Imo,20200330,2.66,27.17,90.11
Imo,20200331,5.19,27.31,89.57
Imo,20200401,5.34,26.31,91.17
Imo,20200402,1.73,27.68,84.41
Imo,20200403,11.4,27.11,91.48
Imo,20200404,2.82,26.6,90.13
Imo,20200405,0.64,28.42,80.34
Imo,20200406,7.5,27.51,87.53
Imo,20200407,3.43,27.59,86.97
Imo,20200408,7.07,27.26,87.37
Imo,20200409,7.09,27.33,85.17
Imo,20200410,7.66,25.02,82.22
Imo,20200411,0.01,26.57,77.89
Imo,20200412,0.0,27.44,80.77
Imo,20200413,0.04,27.96,84.99
Imo,20200414,0.03,28.18,84.2
Imo,20200415,0.04,27.67,86.24
Imo,20200416,0.19,28.47,84.91
Imo,20200417,0.05,27.42,87.17
Imo,20200418,0.11,27.04,87.02
Imo,20200419,0.14,26.6,89.66
Imo,20200420,0.06,26.26,87.58
Imo,20200421,0.59,27.3,83.08
Imo,20200422,1.48,26.79,89.66
Imo,20200423,0.9,26.86,90.08
Imo,20200424,1.11,26.79,89.51
Imo,20200425,2.93,26.75,91.58
Imo,20200426,42.88,25.56,91.85
Imo,20200427,26.38,26.25,89.54
Imo,20200428,7.01,27.36,85.64
Imo,20200429,10.29,27.29,87.9
Imo,20200430,13.81,27.02,90.98
Imo,20200501,1.46,26.89,89.41
Imo,20200502,1.2,26.8,89.57
Imo,20200503,1.57,26.59,91.65
Imo,20200504,0.56,27.66,82.66
Imo,20200505,0.14,27.84,83.82
Imo,20200506,3.18,28.0,86.23
Imo,20200507,6.68,27.61,87.44
Imo,20200508,8.99,27.77,84.8
Imo,20200509,4.07,27.92,85.87
Imo,20200510,19.28,26.2,91.56
Imo,20200511,4.38,27.15,83.24
Imo,20200512,2.92,27.21,85.06
Imo,20200513,3.06,27.35,85.52
Imo,20200514,1.93,27.28,86.61
Imo,20200515,7.5,27.14,88.44
Imo,20200516,1.89,26.93,90.18
Imo,20200517,5.32,26.14,90.2
Imo,20200518,1.34,27.5,85.05
Imo,20200519,2.21,26.09,93.66
Imo,20200520,2.38,26.17,89.43
Imo,20200521,8.26,25.81,91.62
Imo,20200522,14.39,26.58,86.57
Imo,20200523,4.52,26.98,86.38
Imo,20200524,18.11,26.3,91.17
Imo,20200525,70.9,26.25,92.04
Imo,20200526,3.36,26.59,88.99
Imo,20200527,1.44,26.49,91.26
Imo,20200528,0.6,26.67,91.29
Imo,20200529,1.46,26.52,90.1
Imo,20200530,3.11,25.63,94.51
Imo,20200531,6.69,25.82,91.41
Imo,20200601,15.13,25.4,94.67
Imo,20200602,5.15,25.54,91.95
Imo,20200603,2.73,26.33,89.84
Imo,20200604,2.23,26.17,88.72
Imo,20200605,7.53,26.81,85.8
Imo,20200606,11.85,26.29,90.25
Imo,20200607,21.11,26.5,85.07
Imo,20200608,25.81,25.75,90.55
Imo,20200609,5.86,25.35,89.29
Imo,20200610,5.71,25.96,86.95
Imo,20200611,7.64,26.17,88.64
Imo,20200612,10.93,24.5,93.09
Imo,20200613,8.14,26.14,86.29
Imo,20200614,7.72,25.05,95.09
Imo,20200615,3.55,26.84,85.74
Imo,20200616,5.38,26.41,90.54
Imo,20200617,9.1,25.65,93.59
Imo,20200618,4.72,25.3,92.13
Imo,20200619,2.11,26.22,85.17
Imo,20200620,9.52,25.49,87.56
Imo,20200621,9.72,25.09,90.82
Imo,20200622,10.99,25.15,91.52
Imo,20200623,3.17,25.91,86.43
Imo,20200624,2.07,25.46,89.88
Imo,20200625,31.06,26.0,90.92
Imo,20200626,19.45,25.43,92.86
Imo,20200627,24.41,24.71,93.16
Imo,20200628,25.27,25.43,90.26
Imo,20200629,29.04,24.68,92.54
Imo,20200630,8.06,24.4,90.06
Imo,20200701,3.43,25.49,84.58
Imo,20200702,7.18,26.13,88.36
Imo,20200703,11.12,25.39,93.18
Imo,20200704,18.63,24.54,95.21
Imo,20200705,14.71,24.82,92.51
Imo,20200706,20.8,25.47,90.24
Imo,20200707,21.23,25.16,92.18
Imo,20200708,11.65,24.71,92.75
Imo,20200709,16.11,25.48,90.78
Imo,20200710,26.53,24.47,93.72
Imo,20200711,9.69,24.68,91.76
Imo,20200712,6.17,24.95,89.3
Imo,20200713,9.19,25.19,90.16
Imo,20200714,18.72,24.61,92.81
Imo,20200715,27.78,24.86,90.99
Imo,20200716,13.39,25.04,89.83
Imo,20200717,4.4,25.15,88.36
Imo,20200718,7.96,25.02,89.7
Imo,20200719,17.95,25.38,90.43
Imo,20200720,20.8,24.64,93.02
Imo,20200721,13.3,24.56,93.49
Imo,20200722,9.46,25.2,88.89
Imo,20200723,8.9,24.9,91.84
Imo,20200724,8.5,25.14,90.82
Imo,20200725,5.93,25.36,90.24
Imo,20200726,8.87,24.41,93.07
Imo,20200727,12.37,24.54,91.92
Imo,20200728,9.17,24.98,90.52
Imo,20200729,4.35,24.97,89.11
Imo,20200730,7.42,24.89,89.19
Imo,20200731,4.58,24.17,91.54
Imo,20200801,1.14,24.95,87.56
Imo,20200802,3.82,24.29,91.2
Imo,20200803,2.62,24.79,89.4
Imo,20200804,0.13,24.66,87.58
Imo,20200805,0.07,23.99,87.18
Imo,20200806,0.08,23.5,88.08
Imo,20200807,0.1,23.87,87.21
Imo,20200808,0.08,24.55,87.03
Imo,20200809,0.06,24.05,85.81
Imo,20200810,0.15,24.17,87.07
Imo,20200811,0.1,24.84,86.3
Imo,20200812,0.07,25.45,83.16
Imo,20200813,0.18,25.37,85.75
Imo,20200814,1.23,24.45,89.17
Imo,20200815,3.44,25.34,88.36
Imo,20200816,2.21,25.47,86.84
Imo,20200817,3.93,25.71,87.42
Imo,20200818,4.55,25.69,88.43
Imo,20200819,7.15,25.46,89.27
Imo,20200820,35.38,24.82,91.45
Imo,20200821,8.58,24.3,92.56
Imo,20200822,7.25,25.55,88.31
Imo,20200823,4.9,24.31,91.82
Imo,20200824,1.26,24.14,90.69
Imo,20200825,0.36,25.25,84.39
Imo,20200826,1.05,25.63,85.67
Imo,20200827,1.83,24.75,90.29
Imo,20200828,7.28,24.32,92.85
Imo,20200829,16.21,24.39,90.09
Imo,20200830,17.22,24.95,88.33
Imo,20200831,16.15,25.38,88.82
Imo,20200901,47.12,24.22,94.04
Imo,20200902,11.0,25.71,87.88
Imo,20200903,3.42,25.51,89.49
Imo,20200904,30.96,25.08,91.51
Imo,20200905,6.37,24.77,91.66
Imo,20200906,4.17,25.29,88.92
Imo,20200907,3.59,26.03,85.67
Imo,20200908,21.82,24.64,94.28
Imo,20200909,8.12,24.2,93.74
Imo,20200910,2.5,24.97,89.28
Imo,20200911,25.14,25.23,90.96
Imo,20200912,5.47,24.54,92.5
Imo,20200913,6.66,25.38,90.09
Imo,20200914,6.35,25.43,89.65
Imo,20200915,23.74,24.99,92.4
Imo,20200916,8.01,25.04,91.68
Imo,20200917,9.19,25.86,86.25
Imo,20200918,9.1,25.83,89.3
Imo,20200919,78.67,24.36,95.56
Imo,20200920,11.32,24.58,91.69
Imo,20200921,1.89,25.18,85.87
Imo,20200922,5.23,25.87,87.72
Imo,20200923,123.7,24.62,94.66
Imo,20200924,17.72,25.76,85.88
Imo,20200925,35.77,24.99,91.98
Imo,20200926,11.63,24.85,93.75
Imo,20200927,143.32,24.35,92.69
Imo,20200928,24.77,24.83,90.02
Imo,20200929,21.29,24.82,93.46
Imo,20200930,2.68,25.53,90.08
Imo,20201001,2.21,25.38,90.81
Imo,20201002,4.73,25.65,90.27
Imo,20201003,6.96,25.49,90.75
Imo,20201004,8.46,25.95,89.78
Imo,20201005,8.26,26.34,85.66
Imo,20201006,14.69,24.92,90.75
Imo,20201007,3.22,24.57,90.34
Imo,20201008,3.4,25.2,88.68
Imo,20201009,5.35,25.44,82.17
Imo,20201010,3.24,25.45,88.24
Imo,20201011,3.1,24.5,91.87
Imo,20201012,0.66,25.73,86.19
Imo,20201013,8.86,25.14,92.31
Imo,20201014,12.42,24.78,92.74
Imo,20201015,10.12,25.01,90.19
Imo,20201016,11.98,24.59,92.63
Imo,20201017,7.81,25.35,86.53
Imo,20201018,0.61,26.53,85.46
Imo,20201019,1.51,25.32,93.13
Imo,20201020,1.25,25.12,92.5
Imo,20201021,1.32,25.49,90.61
Imo,20201022,0.61,25.65,90.16
Imo,20201023,4.54,25.95,89.48
Imo,20201024,25.4,25.83,88.48
Imo,20201025,10.05,25.75,89.96
Imo,20201026,5.4,25.82,91.61
Imo,20201027,4.42,26.56,85.62
Imo,20201028,15.27,26.6,88.37
Imo,20201029,7.65,25.93,90.69
Imo,20201030,4.55,26.95,84.6
Imo,20201031,5.46,27.05,84.84
Imo,20201101,7.51,25.41,94.11
Imo,20201102,0.19,26.29,84.98
Imo,20201103,0.26,26.41,88.04
Imo,20201104,0.56,25.74,90.7
Imo,20201105,0.44,26.29,86.94
Imo,20201106,0.31,27.23,83.96
Imo,20201107,9.95,25.76,90.6
Imo,20201108,2.05,25.69,79.07
Imo,20201109,3.13,26.65,77.69
Imo,20201110,5.16,26.68,84.73
Imo,20201111,6.49,26.65,85.13
Imo,20201112,0.56,25.45,84.99
Imo,20201113,0.02,26.68,76.84
Imo,20201114,0.27,27.0,80.9
Imo,20201115,0.51,26.53,86.52
Imo,20201116,1.1,26.41,86.26
Imo,20201117,0.49,26.93,82.33
Imo,20201118,0.44,27.14,81.85
Imo,20201119,0.27,27.04,82.52
Imo,20201120,0.88,26.83,84.62
Imo,20201121,0.95,25.76,84.0
Imo,20201122,13.44,26.38,81.7
Imo,20201123,6.7,27.14,81.87
Imo,20201124,1.65,26.77,86.94
Imo,20201125,4.11,27.05,86.44
Imo,20201126,6.25,26.45,89.94
Imo,20201127,74.26,26.42,86.83
Imo,20201128,35.51,26.98,84.37
Imo,20201129,7.99,27.24,80.11
Imo,20201130,4.13,26.51,78.85
Imo,20201201,2.59,26.41,81.31
Imo,20201202,0.0,26.75,84.66
Imo,20201203,0.0,26.61,83.76
Imo,20201204,0.0,27.16,82.64
Imo,20201205,0.0,27.04,83.88
Imo,20201206,0.0,27.14,83.23
Imo,20201207,2.85,25.2,93.93
Imo,20201208,0.04,26.56,83.21
Imo,20201209,0.3,26.7,86.51
Imo,20201210,0.33,25.8,92.8
Imo,20201211,0.23,26.17,90.22
Imo,20201212,3.18,25.31,94.17
Imo,20201213,2.86,25.76,90.34
Imo,20201214,6.91,25.95,89.61
Imo,20201215,7.62,26.29,87.31
Imo,20201216,3.18,26.76,84.16
Imo,20201217,0.39,26.43,86.59
Imo,20201218,0.55,25.88,91.27
Imo,20201219,0.14,26.37,85.81
Imo,20201220,0.21,26.27,86.89
Imo,20201221,0.33,26.23,88.67
Imo,20201222,0.05,26.35,88.82
Imo,20201223,0.1,26.47,88.25
Imo,20201224,0.15,26.41,88.65
Imo,20201225,0.03,26.58,81.43
Imo,20201226,0.0,25.21,72.38
Imo,20201227,0.0,26.09,81.17
Imo,20201228,0.0,26.44,84.08
Imo,20201229,0.0,26.63,82.42
Imo,20201230,0.0,26.57,85.34
Imo,20201231,0.0,26.8,85.95
Imo,20210101,0.15,26.68,86.75
Imo,20210102,0.11,26.75,87.91
Imo,20210103,0.31,26.66,88.84
Imo,20210104,0.16,26.85,87.08
Imo,20210105,0.21,26.34,91.76
Imo,20210106,10.68,26.91,86.27
Imo,20210107,10.75,26.47,88.37
Imo,20210108,6.02,26.4,88.93
Imo,20210109,5.0,26.58,87.37
Imo,20210110,6.09,27.0,83.8
Imo,20210111,0.11,27.13,83.1
Imo,20210112,0.2,26.96,83.69
Imo,20210113,0.06,26.85,82.04
Imo,20210114,0.09,26.77,81.31
Imo,20210115,0.13,27.13,79.94
Imo,20210116,0.03,26.84,82.76
Imo,20210117,0.02,27.09,79.59
Imo,20210118,0.0,26.97,81.57
Imo,20210119,0.02,27.14,75.79
Imo,20210120,0.0,25.17,64.82
Imo,20210121,0.0,24.77,66.36
Imo,20210122,0.0,24.89,67.88
Imo,20210123,0.0,25.21,63.87
Imo,20210124,0.0,25.18,69.35
Imo,20210125,0.0,26.34,81.69
Imo,20210126,0.26,26.04,87.14
Imo,20210127,0.88,26.5,86.54
